fam_video_filename,is_high_confidence_object
video_stimuli/FAM_videos/fam_apple.mov,1
video_stimuli/FAM_videos/fam_cup.mov,1
video_stimuli/FAM_videos/fam_nonsense1.mov,0
video_stimuli/FAM_videos/fam_nonsense2.mov,0
